Fase,Banco,Tipo de tronadura,Tipo Material,M,Dominio Estructural,Diámetro,BxS,Tiempo entre Pozos Filas ms,Fc,Tipo Explosivo,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,Este,Norte,Cota,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,488,L,0.3,0.7,1.1,1.5,2.4,3.5,4.7,5.9,8.0,13.4,59179.4,90294.5,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,463,B,0.6,0.9,1.3,1.8,2.5,3.4,4.5,6.1,8.1,19.4,59237.4,89915.2,2960.0,
Stage 4,2975,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,11-105,479,J,0.6,1.0,1.3,1.7,2.4,3.3,4.4,6.0,10.0,16.9,59250.1,90875.3,2975.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,488,L,0.7,1.0,1.3,1.8,2.3,3.0,4.0,5.7,7.7,13.4,59190.5,90293.2,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,463,B,0.5,0.9,1.2,1.5,2.0,2.6,3.6,5.8,7.7,16.5,59338.9,89876.8,2960.0,
Stage 4,2975,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,11-105,479,J,0.6,1.5,2.7,3.3,4.3,5.0,5.4,6.0,7.0,8.0,59267.0,90884.0,2975.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,463,B,0.5,0.9,1.3,1.7,2.2,2.8,3.4,4.1,5.3,6.7,59331.0,89827.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,488,L,0.6,1.3,2.0,2.6,3.1,3.7,4.3,4.9,5.6,8.0,59190.0,90302.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,463,B,0.7,2.0,2.6,3.1,3.6,4.1,4.7,5.7,6.6,10.0,59345.0,89781.0,2960.0,
Stage 2,3560,Tronadura 2,Roca 2,L1,Norte,10 5/8,8x8,17-150,221,F,0.6,1.3,1.9,2.3,2.7,3.2,3.6,4.1,4.7,6.1,59003.0,91513.0,3560.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,463,B,0.9,1.8,2.5,3.1,3.7,4.2,4.8,5.5,6.8,8.3,59332.0,89945.0,2960.0,
Stage 2,3575,Tronadura 1,Roca 2,L1,Norte,10 5/8,7.5x8 ,17-120,273,J,0.7,1.5,2.1,2.5,2.9,3.5,4.0,4.5,5.1,8.1,58898.0,91693.0,3575.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,488,L,0.5,0.7,0.9,1.2,1.6,2.4,3.9,5.4,8.4,18.3,59228.0,90260.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,486,L,0.4,0.9,1.1,1.6,2.1,3.3,4.7,6.2,8.7,14.9,59187.0,90663.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,486,L,0.9,2.1,2.8,3.5,4.1,4.7,5.2,5.8,6.9,10.6,59175.0,90595.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,495,L,0.9,1.6,2.4,3.0,3.6,4.3,4.9,5.7,7.5,10.8,59178.0,90342.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-87,492,L,0.6,1.0,1.5,2.0,2.8,3.6,4.5,5.5,7.6,13.1,59136.0,90623.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,495,L,0.8,1.5,2.2,2.8,3.3,3.9,4.6,5.4,6.2,9.9,59178.0,90342.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-87,492,L,0.6,1.0,1.7,2.4,2.9,3.7,4.6,5.4,7.4,9.0,59126.0,90609.0,2960.0,
,,,,,,,,,,,,,,,,,,,,,,,,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,495,L,0.6,0.9,1.3,1.8,2.5,3.4,4.3,5.9,9.8,18.8,59155.1,90434.2,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,492,K,0.1,0.4,0.6,0.9,1.8,3.0,4.3,6.3,8.7,16.5,59158.5,90508.4,2960.0,
Stage 4,2960,Tronadura 2,Roca 2,L1,Noreste,12 1/4,7.5x9,9-94,377,C,0.7,0.9,1.1,1.3,1.5,1.9,2.7,4.5,7.1,12.8,59364.2,89626.9,2960.0,
Stage 4,2975,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,430,J,0.1,0.1,0.2,0.4,0.8,1.3,3.1,6.7,12.0,21.6,59352.6,90249..4,2975.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,498,L,0.3,0.6,0.9,1.5,2.2,3.2,4.4,5.8,7.5,14.7,59208.4,90515.7,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L3,Noreste,12 1/4,7x7,5-87,463,C,0.3,0.6,0.8,1.1,1.5,2.3,3.7,6.0,9.8,20.4,59369.1,89852.9,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,512,L,0.7,1.0,1.3,1.7,2.4,3.2,4.3,5.8,7.8,14.6,58908.2,90745.5,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L3,Noreste,12 1/4,7x7,5-87,500,L,0.2,0.8,1.1,1.4,1.9,2.7,3.9,5.6,8.7,17.9,59388.6,89878.5,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,512,L,0.6,0.9,1.3,1.8,2.6,3.4,4.4,5.5,7.8,15.4,58861.4,90739.4,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L3,Noreste,12 1/4,7x7,5-87,500,L,0.4,0.8,1.2,1.7,2.5,3.4,4.4,5.7,7.6,18.1,59385.8,89892.7,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,400,J,0.1,0.5,0.8,1.3,2.1,3.4,5.0,6.6,9.3,16.8,59235.4,90613.7,2960.0,
Stage 4,2960,Tronadura 1,Roca 2,L1,Noreste,12 1/4,7.5x9,17-120,328,F,0.6,0.9,1.2,1.6,2.0,2.7,3.5,5.0,8.0,12.2,59408.5,89796.4,2960.0,
Stage 4,2975,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,430,J,0.4,0.7,1.0,1.6,2.3,3.4,4.9,6.2,8.2,12.0,59328.1,90293.1,2975.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,400,J,0.2,0.5,1.0,1.6,2.6,3.9,5.3,6.5,8.5,11.3,59233.2,90653.2,2960.0,
Stage 4,2960,Tronadura 1,Roca 2,L1,Noreste,12 1/4,7.5x9,17-120,328,F,0.2,0.3,0.5,0.8,1.5,2.3,3.5,5.1,6.3,12.1,59420.8,89722.1,2960.0,
Stage 4,2960,Tronadura 1,Roca 2,L1,Noreste,10 5/8,7.5x9,17-120,350,J,0.8,1.2,1.7,2.3,2.9,3.6,4.5,5.4,6.7,10.2,59403.0,89689.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,400,J,0.5,1.8,2.5,3.3,4.1,4.5,5.4,6.1,6.6,8.7,59247.0,90688.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 2,L1,Noreste,10 5/8,7.5x9,17-120,350,J,0.9,1.7,2.2,2.7,3.1,3.5,4.1,4.7,6.8,8.2,59406.0,89613.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-87,604,L,0.9,2.0,2.5,3.0,3.3,4.0,4.5,5.1,6.2,9.7,59105.0,90757.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Sureste,12 1/4,7.5x9,17-120,366,K,0.7,1.7,2.4,3.0,3.5,3.9,4.5,5.9,6.7,8.7,59376.0,89577.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-87,604,L,0.7,1.2,1.7,2.3,3.1,3.8,4.6,5.6,7.0,12.4,59058.0,90762.0,2960.0,
Stage 4,2945,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-87,486,L,1.0,1.9,2.5,3.1,3.9,4.4,5.2,5.8,7.1,8.7,59603.0,90673.0,2945.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-87,604,L,0.7,1.3,2.0,2.8,3.4,4.1,5.0,5.8,6.7,9.4,59102.0,90787.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-84,561,L,0.7,1.3,2.1,2.8,3.5,4.1,4.7,5.6,7.2,9.4,59174.0,90756.0,2960.0,
Stage 2,3545,Tronadura 2,Roca 2,L1,Norte,12 1/4,9.5x9.5,9-94,277,J,0.6,0.7,1.0,1.3,1.6,2.0,2.4,3.0,4.3,7.0,59515.0,91811.0,3545.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-84,561,L,1.1,1.5,1.9,2.4,3.1,3.7,4.3,5.0,6.4,9.8,59185.0,90756.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 2,L1,Sureste,12 1/4,7.5x9,17-120,366,K,1.3,2.1,2.5,2.9,3.3,3.8,4.4,4.9,6.5,11.3,59262.0,89479.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 2,L1,Sureste,12 1/4,7.5x9,17-120,366,K,0.8,1.5,2.0,2.6,3.0,3.6,4.1,4.7,5.6,8.7,59255.0,89482.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,400,J,0.5,0.7,2.0,3.1,4.0,5.0,5.7,6.7,7.6,9.0,59234.0,90588.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-84,433,L,1.1,1.5,1.9,2.5,3.1,3.8,4.5,5.4,6.7,12.1,59179.0,90511.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,11-105,461,J,0.2,0.5,0.7,1.0,1.7,3.3,4.8,6.3,9.3,13.4,58967.3,90788.9,2960.0,
Stage 2,3545,Tronadura 2,Roca 2,L1,Norte,12 1/4,9.5x9.5,9-94,293,J,0.5,0.6,0.8,1.1,1.5,2.4,3.3,4.6,6.8,14.3,59427.3,91743.1,3545.0,
Stage 4,2960,Tronadura 1,Roca 1,L7,Norte,10 5/8,6.5x6.5,11-105,461,J,0.1,0.4,0.6,0.8,1.3,2.8,4.6,6.4,9.5,14.3,58929.1,90788.3,2960.0,
Stage 4,2975,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,449,J,0.1,0.3,0.6,1.0,1.8,3.2,4.7,6.6,8.6,14.2,59282.7,90415.7,2975.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,11-105,461,J,0.1,0.5,0.8,1.1,1.8,2.8,4.1,6.3,9.8,19.5,58879.9,90777.6,2960.0,
Stage 4,2975,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,449,J,0.1,0.1,0.4,0.6,0.9,2.1,4.3,6.6,9.7,14.2,59267.4,90482.6,2975.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,11-105,461,J,0.4,0.7,1.1,1.5,2.3,3.4,4.8,6.2,8.8,14.5,58847.7,90775.9,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,452,J,0.2,0.4,0.7,0.9,1.8,3.2,4.6,6.0,8.8,15.2,59237.1,90735.3,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,452,J,0.1,0.5,0.9,1.3,2.0,3.0,4.4,6.0,8.3,16.5,59243.9,9065.1,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,466,C,0.4,0.7,1.1,1.6,2.4,3.5,4.6,6.1,8.4,13.9,59243.0,90080.8,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,11-105,436,J,0.1,0.1,0.4,0.6,0.9,1.9,3.9,6.3,10.1,18.9,59068.5,90815.2,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,466,L,0.5,0.8,1.2,1.7,2.4,3.3,4.4,5.7,7.8,15.8,59259.4,90118.8,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,11-105,436,J,0.2,0.5,0.8,1.1,1.7,2.8,4.3,6.4,8.8,16.4,59053.2,90816.9,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,466,L,0.5,0.8,1.2,1.5,2.0,2.8,4.1,5.9,8.7,20.4,52949.9,90146.4,2960.0,
Stage 4,2960,Tronadura 1,Roca 2,L1,Sureste,10 5/8,6.5x6.5,17-120,491,J,0.7,1.0,1.3,1.6,2.1,3.0,4.1,5.4,7.3,11.7,59450.4,89812.7,2970.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-87,604,L,0.9,1.2,1.5,1.9,2.5,3.4,4.4,5.6,7.8,16.4,59135.0,90798.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,466,L,0.8,1.4,2.4,3.3,4.1,4.8,5.3,6.1,8.4,11.1,59285.0,90040.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Sureste,10 5/8,6.5x6.5,17-120,491,J,0.7,1.1,1.8,2.7,3.6,4.4,5.2,6.4,7.8,11.2,59442.0,89864.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,11-105,436,J,0.7,1.1,1.8,2.6,3.4,4.2,5.2,6.5,8.3,12.0,59007.0,90798.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,548,L,0.9,1.3,1.8,2.4,3.0,3.8,4.6,5.6,7.4,10.4,59330.0,90095.0,2960.0,
Stage 2,3545,Tronadura 2,Roca 2,L1,Norte,12 1/4,9.5x9.5,9-94,287,F,0.5,0.7,1.2,1.8,2.2,2.6,3.0,3.7,4.9,7.5,59470.0,91845.0,3545.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-87,484,L,0.5,1.1,2.0,2.6,3.2,3.7,4.4,5.4,7.1,9.5,59208.0,90485.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,548,L,0.6,0.8,1.3,2.0,2.7,3.3,4.2,5.4,6.1,9.3,59364.0,90094.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,466,L,0.8,1.1,1.5,2.1,2.7,3.5,4.4,5.6,6.9,8.8,59249.0,90155.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Sureste,10 5/8,6.5x6.5,17-120,491,J,0.9,1.3,1.8,2.4,3.0,4.1,5.2,6.7,8.5,15.3,59440.0,89963.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,494,L,0.9,1.3,1.6,2.1,2.7,3.5,4.8,6.0,7.4,10.8,59281.0,90011.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-87,484,L,0.9,1.9,2.6,3.4,4.1,4.6,5.3,5.8,6.5,12.4,59225.0,90439.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,494,L,0.9,1.5,2.0,2.7,3.5,4.3,5.0,5.8,7.1,11.9,59331.0,90047.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-87,484,L,0.7,1.1,1.6,2.1,2.8,3.7,4.6,5.6,6.9,11.1,59223.0,90418.0,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,494,L,0.5,0.8,1.0,1.5,2.1,3.2,4.5,6.0,8.7,14.6,59347.0,90075.5,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-87,484,L,0.5,0.9,1.3,1.9,2.7,3.6,4.7,5.7,7.3,13.7,59230.6,90439.5,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,494,L,0.3,0.8,1.5,2.6,3.4,4.1,5.0,5.9,7.3,11.7,59303.5,90031.1,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-87,484,L,0.2,0.6,1.1,2.2,3.1,3.9,5.0,5.8,7.0,9.8,59221.3,90409.7,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-87,484,L,0.3,0.6,1.2,2.3,3.1,4.1,5.0,5.8,6.9,10.8,59237.9,90388.2,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Sureste,10 5/8,6.5x6.5,17-120,491,J,0.4,0.9,1.6,2.3,3.2,4.2,5.2,6.1,6.9,10.5,59438.9,89907.7,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,494,L,0.4,0.8,1.1,1.7,2.5,3.4,4.4,5.9,7.7,12.6,59341.9,89997.5,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5X6.5,17-120,453,J,0.4,0.9,1.8,2.8,3.6,4.4,5.2,6.3,7.9,11.2,59129.2,90844.9,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,494,L,0.3,0.6,1.0,1.7,2.7,3.7,4.7,5.8,7.2,14.7,59348.7,90010.9,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5X6.5,17-120,453,J,0.4,0.6,1.0,1.8,2.9,3.9,5.0,6.1,7.6,16.7,59140.3,90835.4,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,534,L,0.1,0.3,0.6,0.9,1.5,2.6,4.0,5.7,7.5,15.4,59305.2,90181.4,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,494,L,0.2,0.6,0.9,1.2,1.9,3.1,4.6,5.9,8.4,17.1,59245.0,90327.5,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,534,L,0.3,0.6,0.9,1.3,2.1,3.2,4.4,5.9,8.7,20.6,59249.9,90284.8,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,534,L,0.6,0.9,1.1,1.6,2.2,3.2,4.3,5.6,7.4,13.2,59288.9,90206.9,2960.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,534,L,0.9,1.3,1.7,2.2,2.8,3.6,4.5,5.7,8.1,13.1,59269.0,90237.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,17-120,456,J,0.8,1.8,2.6,3.4,4.3,5.2,5.9,6.3,8.1,9.7,59240.0,90558.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,17-120,426,J,1.1,2.0,2.9,3.7,4.3,5.2,5.9,6.5,8.4,12.0,59410.0,89960.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,17-120,456,J,0.9,1.7,2.4,3.3,4.0,4.6,5.2,6.4,8.0,9.6,59240.0,90558.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,17-120,426,J,0.9,1.3,1.7,2.2,3.1,4.0,5.0,6.1,8.0,14.4,59410.0,89960.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,17-120,456,J,0.5,0.9,1.5,2.1,3.2,4.3,5.1,6.6,8.4,10.9,59239.0,90488.0,2960.0,
Stage 2,3560,Tronadura 2,Roca 2,L1,Norte,12 1/4,8.5x9.5,9-94,277,J,1.1,1.4,1.7,2.0,2.6,3.1,3.7,4.6,6.2,11.2,58999.0,91625.0,3560.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,17-120,426,J,0.9,1.4,2.3,3.2,3.9,4.8,5.4,6.5,7.9,13.1,59273.0,90535.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,17-120,456,J,0.8,1.4,2.3,3.1,3.8,4.6,5.4,6.5,8.3,11.2,59439.0,89979.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,17-120,426,J,0.8,1.3,2.2,3.1,4.0,4.8,5.7,6.5,7.7,10.6,59424.0,90423.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,17-120,456,J,0.9,1.9,2.7,3.3,4.2,5.0,5.4,6.1,7.3,9.6,59276.0,90460.0,2960.0,
Stage 4,2945,Tronadura 2,Roca 1,L3,Noreste,12 1/4,7x7,5-87,461,L,0.7,1.3,2.2,2.8,3.5,4.0,4.6,5.3,6.7,8.8,59200.0,89966.0,2945.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,452,J,0.9,1.5,2.1,2.8,3.6,4.5,5.4,6.1,7.8,10.8,59239.0,90782.0,2960.0,
Stage 4,2945,Tronadura 2,Roca 2,L2,Noreste,12 1/4,7x7,5-87,461,B,0.9,1.4,1.9,2.4,3.0,3.5,4.1,4.9,6.1,8.8,59195.0,89992.0,2945.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,452,J,0.9,1.5,2.0,2.7,3.4,4.1,5.0,6.2,7.8,10.8,59137.0,89962.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,487,J,0.4,0.7,1.1,1.7,2.5,3.5,4.6,6.2,8.9,16.8,59220.0,90865.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,474,J,0.6,0.8,1.0,1.4,2.1,3.1,4.2,6.3,10.0,17.4,59399.0,90084.0,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,474,J,0.4,0.8,1.1,1.7,2.5,3.4,4.6,6.3,8.0,16.3,59397.1,90093.1,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,11-105,456,J,0.5,0.8,1.1,1.6,2.4,3.5,4.6,6.4,8.9,13.2,59254.5,90476.7,2960.0,
Stage 4,2945,Tronadura 2,Roca 2,L2,Noreste,12 1/4,7x7,5-87,461,L,0.2,0.6,0.9,1.2,1.7,2.5,3.5,4.8,6.5,13.3,59166.4,89984.3,2945.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,474,J,0.1,0.5,0.8,1.3,2.2,3.6,4.7,6.4,8.6,15.9,59378.6,90149.4,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,11-105,490,J,0.1,0.3,0.5,0.7,1.1,2.2,3.9,6.1,8.4,16.2,59277.4,90417.8,2960.0,
Stage 4,2945,Tronadura 2,Roca 2,L2,Noreste,12 1/4,7x7,5-87,461,L,0.2,0.6,0.8,1.3,1.9,2.8,3.8,4.7,6.9,15.0,59206.0,89981.0,2945.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,11-105,490,J,0.1,0.3,0.5,0.8,1.3,2.6,4.3,6.3,10.0,15.9,59264.0,90382.0,2960.0,
Stage 4,2945,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,507,L,0.1,0.4,0.6,0.8,1.5,2.6,4.1,5.8,8.0,14.7,59144.0,90545.0,2945.0,
Stage 4,2945,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,461,L,0.1,0.4,0.7,1.1,1.6,2.6,3.9,5.8,9.5,19.7,59127.0,89989.0,2945.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Norte,10 5/8,6.5x6.5,11-105,490,J,0.4,0.9,1.4,2.2,3.1,4.1,5.2,6.3,8.4,13.5,59290.0,90360.0,2960.0,
Stage 4,2945,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,507,L,0.1,0.3,0.6,1.1,1.9,2.9,4.2,5.6,8.5,15.9,591112.0,90536.0,2945.0,
Stage 4,2945,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,507,L,0.3,0.6,0.9,1.4,2.3,3.3,4.4,5.9,9.0,16.5,59144.0,90501.8,2945.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,509,J,0.1,0.2,0.6,1.0,1.7,2.8,4.0,6.2,9.0,18.4,58809.6,90746.7,2960.0,
Stage 4,2960,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,11-105,509,J,0.4,0.7,1.1,1.7,2.6,3.7,5.1,6.5,9.7,15.3,58785.5,90739.4,2960.0,
Stage 4,2945,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,507,L,0.1,0.4,0.7,1.1,1.9,3.2,4.4,5.9,8.5,13.8,59104.3,90492.0,2945.0,
Stage 4,2945,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,507,L,0.5,0.9,1.5,2.1,2.8,3.8,4.5,5.6,7.2,12.0,59145.0,90465.0,2945.0,
Stage 4,2945,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,461,L,0.9,1.3,1.9,2.6,3.2,3.9,4.4,5.1,6.5,8.3,59200.0,89996.0,2945.0,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,534,L,0.8,1.3,1.9,2.5,3.2,3.8,4.7,5.6,6.3,9.4,59268.0,90325.0,2960.0,
,,,,,,,,,,,,,,,,,,,,,,,,
Stage 4,2960,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,534,L,0.9,1.5,2.2,2.8,3.6,4.1,4.7,5.8,7.5,10.5,59264.0,90315.0,2960.0,
Stage 4,2945,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-87,507,L,0.9,1.5,2.4,3.1,3.8,4.5,5.2,5.7,6.9,8.9,59122.0,90578.0,2945.0,
Stage 4,2945,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-87,555,K,1.0,1.5,1.9,2.5,3.0,3.6,4.4,5.7,7.3,10.8,59109.0,90610.0,2945.0,
